ID_c;Age;Gender;Location;Frequency of Purchases
751;25;Male;Maryland;Annually
752;65;Male;Ohio;Monthly
753;39;Male;Ohio;Every 3 Months
754;47;Male;Massachusetts;Quarterly
755;36;Male;North Carolina;Quarterly
756;66;Male;Florida;Weekly
757;62;Male;Montana;Fortnightly
758;41;Male;Minnesota;Quarterly
759;66;Male;Massachusetts;Every 3 Months
760;51;Male;Rhode Island;Fortnightly
761;33;Male;Minnesota;Annually
762;57;Male;Nevada;Weekly
763;45;Male;New Mexico;Fortnightly
764;61;Male;North Carolina;Monthly
765;55;Male;Virginia;Quarterly
766;54;Male;Alaska;Quarterly
767;57;Male;Nevada;Monthly
768;27;Male;Pennsylvania;Annually
769;64;Male;Illinois;Weekly
770;52;Male;Delaware;Monthly
771;19;Male;Vermont;Annually
772;22;Male;Hawaii;Fortnightly
773;18;Male;Illinois;Bi-Weekly
774;29;Male;California;Bi-Weekly
775;42;Male;Nevada;Quarterly
776;49;Male;Kentucky;Monthly
777;49;Male;Alabama;Every 3 Months
778;55;Male;Wyoming;Weekly
779;29;Male;Massachusetts;Annually
780;60;Male;Utah;Annually
781;34;Male;New York;Quarterly
782;30;Male;Vermont;Fortnightly
783;28;Male;Hawaii;Weekly
784;63;Male;Louisiana;Fortnightly
785;31;Male;Alabama;Every 3 Months
786;46;Male;Louisiana;Fortnightly
787;70;Male;Indiana;Every 3 Months
788;53;Male;Michigan;Weekly
789;50;Male;Rhode Island;Quarterly
790;33;Male;Idaho;Bi-Weekly
791;22;Male;Louisiana;Quarterly
792;50;Male;North Carolina;Fortnightly
793;34;Male;New Jersey;Weekly
794;24;Male;Alabama;Monthly
795;69;Male;Kentucky;Fortnightly
796;39;Male;New York;Annually
797;42;Male;Arizona;Annually
798;42;Male;Maryland;Weekly
799;29;Male;Alaska;Every 3 Months
800;55;Male;Nevada;Annually
801;32;Male;Utah;Every 3 Months
802;25;Male;New Mexico;Fortnightly
803;38;Male;Delaware;Weekly
804;32;Male;Connecticut;Every 3 Months
805;43;Male;Mississippi;Quarterly
806;41;Male;Connecticut;Monthly
807;56;Male;Florida;Quarterly
808;27;Male;New York;Weekly
809;46;Male;Wisconsin;Every 3 Months
810;48;Male;South Carolina;Bi-Weekly
811;52;Male;South Dakota;Bi-Weekly
812;18;Male;Illinois;Quarterly
813;64;Male;Alaska;Weekly
814;54;Male;Montana;Annually
815;31;Male;Minnesota;Monthly
816;30;Male;West Virginia;Bi-Weekly
817;26;Male;Illinois;Monthly
818;25;Male;Nevada;Fortnightly
819;59;Male;Idaho;Monthly
820;55;Male;Colorado;Quarterly
821;56;Male;Louisiana;Monthly
822;62;Male;Vermont;Bi-Weekly
823;35;Male;Mississippi;Annually
824;51;Male;Georgia;Quarterly
825;61;Male;Georgia;Quarterly
826;27;Male;Nebraska;Monthly
827;54;Male;Massachusetts;Weekly
828;31;Male;Colorado;Fortnightly
829;24;Male;Nevada;Bi-Weekly
830;42;Male;Idaho;Fortnightly
831;41;Male;Wyoming;Annually
832;66;Male;Washington;Every 3 Months
833;58;Male;California;Bi-Weekly
834;43;Male;Oklahoma;Annually
835;52;Male;Nevada;Weekly
836;35;Male;Maryland;Weekly
837;23;Male;West Virginia;Bi-Weekly
838;25;Male;Illinois;Every 3 Months
839;33;Male;Kentucky;Annually
840;48;Male;Illinois;Every 3 Months
841;42;Male;Alabama;Weekly
842;55;Male;Texas;Fortnightly
843;59;Male;Missouri;Weekly
844;65;Male;Pennsylvania;Weekly
845;59;Male;Missouri;Bi-Weekly
846;31;Male;Michigan;Monthly
847;49;Male;Kentucky;Quarterly
848;53;Male;New Jersey;Monthly
849;48;Male;Delaware;Bi-Weekly
850;23;Male;Missouri;Quarterly
851;68;Male;Connecticut;Monthly
852;35;Male;Massachusetts;Monthly
853;34;Male;Florida;Every 3 Months
854;62;Male;Delaware;Monthly
855;21;Male;California;Monthly
856;70;Male;Oregon;Quarterly
857;55;Male;Alaska;Fortnightly
858;43;Male;Missouri;Every 3 Months
859;19;Male;Oklahoma;Weekly
860;47;Male;Wisconsin;Monthly
861;26;Male;South Carolina;Monthly
862;46;Male;Virginia;Every 3 Months
863;19;Male;Arkansas;Fortnightly
864;49;Male;Vermont;Fortnightly
865;51;Male;Kentucky;Annually
866;64;Male;Colorado;Annually
867;67;Male;New Mexico;Bi-Weekly
868;37;Male;Colorado;Fortnightly
869;40;Male;North Carolina;Every 3 Months
870;38;Male;New Hampshire;Weekly
871;66;Male;West Virginia;Bi-Weekly
872;47;Male;Hawaii;Quarterly
873;56;Male;North Dakota;Quarterly
874;51;Male;Mississippi;Quarterly
875;25;Male;Maine;Every 3 Months
876;37;Male;North Dakota;Every 3 Months
877;41;Male;Nebraska;Weekly
878;64;Male;Nebraska;Every 3 Months
879;23;Male;Tennessee;Weekly
880;62;Male;Wyoming;Quarterly
881;39;Male;Nevada;Monthly
882;52;Male;South Carolina;Annually
883;50;Male;Virginia;Every 3 Months
884;28;Male;Pennsylvania;Monthly
885;67;Male;Hawaii;Weekly
886;41;Male;Ohio;Every 3 Months
887;19;Male;Utah;Monthly
888;70;Male;Minnesota;Fortnightly
889;49;Male;New Hampshire;Annually
890;59;Male;Arizona;Weekly
891;52;Male;New York;Monthly
892;20;Male;Pennsylvania;Every 3 Months
893;31;Male;New Mexico;Monthly
894;33;Male;Nebraska;Monthly
895;44;Male;Wyoming;Quarterly
896;40;Male;Mississippi;Quarterly
897;69;Male;Arkansas;Fortnightly
898;29;Male;Illinois;Weekly
899;54;Male;Nevada;Every 3 Months
900;65;Male;Rhode Island;Annually
901;54;Male;West Virginia;Quarterly
902;60;Male;Missouri;Monthly
903;43;Male;Kentucky;Monthly
904;44;Male;Washington;Quarterly
905;69;Male;Alaska;Every 3 Months
906;46;Male;Mississippi;Annually
907;41;Male;South Carolina;Bi-Weekly
908;32;Male;Missouri;Bi-Weekly
909;26;Male;New Jersey;Every 3 Months
910;61;Male;Louisiana;Weekly
911;49;Male;South Carolina;Monthly
912;53;Male;Vermont;Quarterly
913;24;Male;Arkansas;Monthly
914;37;Male;Utah;Every 3 Months
915;43;Male;Washington;Every 3 Months
916;31;Male;Rhode Island;Fortnightly
917;49;Male;Illinois;Monthly
918;69;Male;Missouri;Quarterly
919;65;Male;North Carolina;Fortnightly
920;41;Male;Massachusetts;Bi-Weekly
921;37;Male;Arkansas;Weekly
922;70;Male;South Dakota;Weekly
923;63;Male;Georgia;Monthly
924;55;Male;Arkansas;Weekly
925;52;Male;Kansas;Quarterly
926;22;Male;Arizona;Monthly
927;54;Male;Massachusetts;Bi-Weekly
928;28;Male;New Mexico;Bi-Weekly
929;67;Male;Arkansas;Every 3 Months
930;59;Male;Nebraska;Fortnightly
931;26;Male;Hawaii;Bi-Weekly
932;24;Male;Nebraska;Fortnightly
933;62;Male;Indiana;Bi-Weekly
934;70;Male;Colorado;Monthly
935;45;Male;Oregon;Monthly
936;58;Male;Ohio;Fortnightly
937;31;Male;Maine;Weekly
938;32;Male;Iowa;Quarterly
939;36;Male;Wisconsin;Fortnightly
940;25;Male;New York;Monthly
941;48;Male;Colorado;Every 3 Months
942;39;Male;Illinois;Every 3 Months
943;26;Male;Arizona;Bi-Weekly
944;32;Male;Oklahoma;Fortnightly
945;54;Male;Indiana;Bi-Weekly
946;38;Male;Minnesota;Every 3 Months
947;46;Male;Pennsylvania;Quarterly
948;57;Male;Indiana;Every 3 Months
949;49;Male;Alabama;Every 3 Months
950;33;Male;Montana;Monthly
951;54;Male;New Mexico;Quarterly
952;47;Male;Alaska;Monthly
953;36;Male;Idaho;Monthly
954;68;Male;Utah;Quarterly
955;60;Male;Louisiana;Every 3 Months
956;55;Male;Mississippi;Monthly
957;29;Male;Mississippi;Quarterly
958;38;Male;Indiana;Quarterly
959;70;Male;Washington;Bi-Weekly
960;36;Male;Nevada;Fortnightly
961;18;Male;Louisiana;Quarterly
962;62;Male;Pennsylvania;Quarterly
963;29;Male;Michigan;Fortnightly
964;21;Male;South Carolina;Weekly
965;42;Male;Arizona;Bi-Weekly
966;43;Male;Delaware;Annually
967;58;Male;Kentucky;Annually
968;27;Male;Georgia;Weekly
969;57;Male;North Carolina;Quarterly
970;40;Male;California;Monthly
971;45;Male;California;Monthly
972;47;Male;Indiana;Weekly
973;61;Male;Colorado;Weekly
974;60;Male;Colorado;Quarterly
975;69;Male;North Carolina;Monthly
976;58;Male;Washington;Weekly
977;34;Male;Florida;Every 3 Months
978;20;Male;Washington;Bi-Weekly
979;56;Male;Colorado;Weekly
980;64;Male;New Hampshire;Monthly
981;56;Male;Maryland;Every 3 Months
982;27;Male;Maryland;Quarterly
983;35;Male;Texas;Monthly
984;24;Male;New Mexico;Bi-Weekly
985;26;Male;Utah;Bi-Weekly
986;32;Male;West Virginia;Annually
987;54;Male;Connecticut;Monthly
988;62;Male;West Virginia;Weekly
989;50;Male;Ohio;Fortnightly
990;70;Male;Texas;Monthly
991;48;Male;Washington;Weekly
992;20;Male;Wisconsin;Bi-Weekly
993;46;Male;Louisiana;Weekly
994;51;Male;Iowa;Weekly
995;53;Male;New York;Monthly
996;44;Male;Idaho;Weekly
997;29;Male;Delaware;Quarterly
998;64;Male;Kentucky;Fortnightly
999;51;Male;Connecticut;Bi-Weekly
1000;50;Male;New Mexico;Monthly
1001;43;Male;Georgia;Bi-Weekly
1002;61;Male;Washington;Fortnightly
1003;55;Male;North Dakota;Bi-Weekly
1004;56;Male;Ohio;Bi-Weekly
1005;33;Male;Tennessee;Annually
1006;43;Male;New York;Bi-Weekly
1007;21;Male;Michigan;Quarterly
1008;58;Male;Georgia;Annually
1009;41;Male;New Mexico;Annually
1010;39;Male;Louisiana;Annually
1011;54;Male;South Dakota;Fortnightly
1012;43;Male;Montana;Fortnightly
1013;28;Male;New Mexico;Annually
1014;59;Male;South Carolina;Bi-Weekly
1015;28;Male;Ohio;Fortnightly
1016;68;Male;North Carolina;Weekly
1017;20;Male;Idaho;Every 3 Months
1018;21;Male;Oklahoma;Annually
1019;50;Male;Georgia;Weekly
1020;32;Male;Kentucky;Bi-Weekly
1021;24;Male;Delaware;Annually
1022;55;Male;Massachusetts;Weekly
1023;61;Male;Nebraska;Annually
1024;61;Male;Maine;Every 3 Months
1025;28;Male;Pennsylvania;Quarterly
1026;60;Male;Nebraska;Annually
1027;49;Male;Virginia;Bi-Weekly
1028;33;Male;Ohio;Monthly
1029;45;Male;Nebraska;Fortnightly
1030;29;Male;Ohio;Bi-Weekly
1031;58;Male;Kentucky;Quarterly
1032;22;Male;Tennessee;Quarterly
1033;55;Male;Maine;Quarterly
1034;19;Male;Montana;Quarterly
1035;68;Male;Maryland;Weekly
1036;61;Male;Georgia;Annually
1037;68;Male;Hawaii;Monthly
1038;52;Male;Rhode Island;Quarterly
1039;41;Male;Nebraska;Weekly
1040;29;Male;Michigan;Monthly
1041;68;Male;North Carolina;Fortnightly
1042;36;Male;Minnesota;Fortnightly
1043;55;Male;Maryland;Weekly
1044;28;Male;Hawaii;Fortnightly
1045;39;Male;Oregon;Every 3 Months
1046;54;Male;New Mexico;Bi-Weekly
1047;40;Male;Illinois;Annually
1048;31;Male;Utah;Fortnightly
1049;30;Male;Maine;Fortnightly
1050;45;Male;Virginia;Quarterly
1051;48;Male;Florida;Monthly
1052;45;Male;Ohio;Annually
1053;60;Male;Virginia;Fortnightly
1054;59;Male;Kansas;Bi-Weekly
1055;18;Male;Arkansas;Quarterly
1056;70;Male;Massachusetts;Annually
1057;20;Male;Idaho;Fortnightly
1058;65;Male;Wisconsin;Weekly
1059;29;Male;New Mexico;Every 3 Months
1060;22;Male;North Carolina;Monthly
1061;27;Male;Iowa;Every 3 Months
1062;36;Male;Idaho;Every 3 Months
1063;59;Male;Ohio;Every 3 Months
1064;62;Male;Alabama;Monthly
1065;34;Male;Wyoming;Every 3 Months
1066;59;Male;Alabama;Every 3 Months
1067;49;Male;Mississippi;Bi-Weekly
1068;18;Male;Pennsylvania;Quarterly
1069;55;Male;Wyoming;Weekly
1070;38;Male;Maryland;Every 3 Months
1071;50;Male;North Carolina;Weekly
1072;61;Male;Pennsylvania;Monthly
1073;48;Male;Idaho;Fortnightly
1074;22;Male;California;Monthly
1075;48;Male;Tennessee;Fortnightly
1076;57;Male;Missouri;Bi-Weekly
1077;33;Male;North Dakota;Bi-Weekly
1078;58;Male;West Virginia;Quarterly
1079;37;Male;Arizona;Fortnightly
1080;18;Male;Oklahoma;Monthly
1081;65;Male;Pennsylvania;Every 3 Months
1082;62;Male;Idaho;Annually
1083;54;Male;South Carolina;Quarterly
1084;35;Male;Washington;Weekly
1085;34;Male;Arkansas;Quarterly
1086;25;Male;Utah;Fortnightly
1087;53;Male;Alaska;Bi-Weekly
1088;45;Male;West Virginia;Monthly
1089;49;Male;Louisiana;Weekly
1090;40;Male;Arizona;Bi-Weekly
1091;38;Male;Connecticut;Fortnightly
1092;44;Male;North Carolina;Fortnightly
1093;68;Male;South Dakota;Quarterly
1094;60;Male;Delaware;Every 3 Months
1095;25;Male;Connecticut;Quarterly
1096;19;Male;Tennessee;Quarterly
1097;57;Male;New Hampshire;Annually
1098;58;Male;Vermont;Weekly
1099;49;Male;Idaho;Weekly
1100;19;Male;North Carolina;Fortnightly
1101;50;Male;Nevada;Weekly
1102;30;Male;Delaware;Fortnightly
1103;52;Male;Texas;Fortnightly
1104;35;Male;Tennessee;Bi-Weekly
1105;35;Male;Delaware;Quarterly
1106;33;Male;Massachusetts;Every 3 Months
1107;52;Male;Minnesota;Fortnightly
1108;69;Male;Texas;Weekly
1109;27;Male;Nebraska;Fortnightly
1110;66;Male;Oklahoma;Weekly
1111;28;Male;Texas;Bi-Weekly
1112;22;Male;New York;Bi-Weekly
1113;69;Male;Washington;Quarterly
1114;28;Male;Maryland;Bi-Weekly
1115;55;Male;New Hampshire;Every 3 Months
1116;30;Male;New York;Weekly
1117;67;Male;Hawaii;Fortnightly
1118;25;Male;California;Monthly
1119;49;Male;Indiana;Every 3 Months
1120;34;Male;Louisiana;Weekly
1121;22;Male;Pennsylvania;Monthly
1122;63;Male;Florida;Quarterly
1123;70;Male;North Carolina;Annually
1124;36;Male;Massachusetts;Monthly
1125;42;Male;Iowa;Quarterly
1126;27;Male;North Dakota;Weekly
1127;23;Male;Iowa;Fortnightly
1128;50;Male;Delaware;Monthly
1129;56;Male;New York;Monthly
1130;37;Male;New Hampshire;Fortnightly
1131;67;Male;Kentucky;Bi-Weekly
1132;67;Male;Illinois;Monthly
1133;50;Male;North Carolina;Fortnightly
1134;36;Male;Connecticut;Weekly
1135;62;Male;Wisconsin;Every 3 Months
1136;65;Male;Massachusetts;Quarterly
1137;23;Male;Illinois;Monthly
1138;46;Male;New Mexico;Every 3 Months
1139;18;Male;Iowa;Fortnightly
1140;58;Male;Alabama;Bi-Weekly
1141;31;Male;Maryland;Every 3 Months
1142;39;Male;Ohio;Fortnightly
1143;69;Male;Ohio;Bi-Weekly
1144;68;Male;Nevada;Quarterly
1145;41;Male;South Carolina;Fortnightly
1146;31;Male;Nevada;Every 3 Months
1147;48;Male;Wisconsin;Every 3 Months
1148;59;Male;Tennessee;Annually
1149;34;Male;Florida;Fortnightly
1150;21;Male;Georgia;Annually
1151;29;Male;Kentucky;Bi-Weekly
1152;41;Male;Ohio;Weekly
1153;62;Male;Connecticut;Every 3 Months
1154;27;Male;Idaho;Quarterly
1155;49;Male;Georgia;Bi-Weekly
1156;67;Male;Tennessee;Quarterly
1157;20;Male;Hawaii;Every 3 Months
1158;37;Male;Maryland;Quarterly
1159;69;Male;Nevada;Annually
1160;66;Male;New Hampshire;Every 3 Months
1161;37;Male;North Dakota;Bi-Weekly
1162;63;Male;Oklahoma;Monthly
1163;47;Male;North Carolina;Weekly
1164;26;Male;Tennessee;Monthly
1165;68;Male;Montana;Quarterly
1166;51;Male;Wisconsin;Every 3 Months
1167;48;Male;Connecticut;Fortnightly
1168;60;Male;New Jersey;Quarterly
1169;68;Male;Mississippi;Fortnightly
1170;25;Male;Wyoming;Annually
1171;57;Male;Illinois;Bi-Weekly
1172;41;Male;Louisiana;Annually
1173;59;Male;Oregon;Bi-Weekly
1174;44;Male;South Dakota;Bi-Weekly
1175;42;Male;Michigan;Bi-Weekly
1176;35;Male;New Jersey;Quarterly
1177;36;Male;Oregon;Quarterly
1178;54;Male;Iowa;Monthly
1179;37;Male;South Carolina;Annually
1180;20;Male;Indiana;Annually
1181;23;Male;Oregon;Monthly
1182;61;Male;New York;Quarterly
1183;37;Male;New Mexico;Quarterly
1184;23;Male;Louisiana;Weekly
1185;63;Male;South Carolina;Annually
1186;47;Male;Maine;Monthly
1187;63;Male;Indiana;Annually
1188;56;Male;Iowa;Every 3 Months
1189;68;Male;Mississippi;Weekly
1190;64;Male;Arkansas;Annually
1191;62;Male;South Carolina;Weekly
1192;34;Male;Indiana;Quarterly
1193;49;Male;Florida;Quarterly
1194;40;Male;Alaska;Fortnightly
1195;50;Male;New York;Fortnightly
1196;25;Male;Texas;Monthly
1197;30;Male;North Dakota;Bi-Weekly
1198;54;Male;Vermont;Annually
1199;40;Male;New Jersey;Annually
1200;49;Male;Maryland;Weekly
1201;27;Male;Connecticut;Weekly
1202;27;Male;Illinois;Fortnightly
1203;48;Male;Maryland;Every 3 Months
1204;40;Male;Minnesota;Annually
1205;67;Male;Florida;Every 3 Months
1206;52;Male;California;Fortnightly
1207;22;Male;Mississippi;Every 3 Months
1208;62;Male;Washington;Every 3 Months
1209;20;Male;Wisconsin;Annually
1210;41;Male;Pennsylvania;Monthly
1211;34;Male;Missouri;Quarterly
1212;23;Male;Oklahoma;Every 3 Months
1213;32;Male;Pennsylvania;Weekly
1214;68;Male;Kentucky;Every 3 Months
1215;30;Male;Vermont;Every 3 Months
1216;66;Male;Oregon;Every 3 Months
1217;62;Male;Utah;Every 3 Months
1218;50;Male;Nebraska;Every 3 Months
1219;55;Male;Pennsylvania;Every 3 Months
1220;19;Male;Vermont;Bi-Weekly
1221;67;Male;Kentucky;Quarterly
1222;18;Male;Iowa;Quarterly
1223;58;Male;Indiana;Annually
1224;69;Male;Kansas;Weekly
1225;62;Male;Illinois;Weekly
1226;28;Male;North Carolina;Weekly
1227;53;Male;Ohio;Bi-Weekly
1228;27;Male;Illinois;Bi-Weekly
1229;55;Male;Indiana;Annually
1230;34;Male;Kansas;Annually
1231;25;Male;Illinois;Monthly
1232;66;Male;Pennsylvania;Fortnightly
1233;57;Male;New York;Every 3 Months
1234;46;Male;Utah;Every 3 Months
1235;38;Male;New Jersey;Bi-Weekly
1236;23;Male;Idaho;Every 3 Months
1237;42;Male;New Mexico;Every 3 Months
1238;25;Male;Michigan;Quarterly
1239;55;Male;Wyoming;Fortnightly
1240;62;Male;New Jersey;Every 3 Months
1241;41;Male;New Jersey;Annually
1242;58;Male;Hawaii;Weekly
1243;56;Male;Nevada;Quarterly
1244;25;Male;New Hampshire;Annually
1245;70;Male;Indiana;Monthly
1246;42;Male;New York;Weekly
1247;27;Male;Louisiana;Monthly
1248;65;Male;Virginia;Bi-Weekly
1249;62;Male;Wisconsin;Annually
1250;62;Male;Oregon;Fortnightly
1251;52;Male;New Hampshire;Monthly
1252;56;Male;Indiana;Monthly
1253;28;Male;Massachusetts;Quarterly
1254;39;Male;Montana;Annually
1255;54;Male;California;Bi-Weekly
1256;30;Male;Indiana;Fortnightly
1257;45;Male;West Virginia;Fortnightly
1258;68;Male;Minnesota;Every 3 Months
1259;47;Male;Ohio;Every 3 Months
1260;68;Male;Minnesota;Monthly
1261;63;Male;Virginia;Quarterly
1262;20;Male;Connecticut;Fortnightly
1263;29;Male;Tennessee;Monthly
1264;41;Male;Delaware;Bi-Weekly
1265;52;Male;Vermont;Bi-Weekly
1266;32;Male;Louisiana;Weekly
1267;20;Male;North Dakota;Every 3 Months
1268;47;Male;Oregon;Weekly
1269;23;Male;Idaho;Bi-Weekly
1270;43;Male;Vermont;Quarterly
1271;67;Male;West Virginia;Annually
1272;70;Male;Kentucky;Annually
1273;35;Male;Wisconsin;Monthly
1274;41;Male;Mississippi;Every 3 Months
1275;54;Male;Missouri;Quarterly
1276;55;Male;Arkansas;Monthly
1277;51;Male;Wyoming;Weekly
1278;19;Male;Rhode Island;Quarterly
1279;28;Male;Utah;Fortnightly
1280;63;Male;Maryland;Annually
1281;30;Male;Georgia;Every 3 Months
1282;29;Male;New Jersey;Bi-Weekly
1283;24;Male;New Hampshire;Monthly
1284;69;Male;Oregon;Every 3 Months
1285;65;Male;Arkansas;Fortnightly
1286;64;Male;North Carolina;Fortnightly
1287;40;Male;West Virginia;Fortnightly
1288;24;Male;Utah;Monthly
1289;66;Male;South Dakota;Bi-Weekly
1290;35;Male;New Hampshire;Weekly
1291;67;Male;Maryland;Annually
1292;69;Male;South Dakota;Fortnightly
1293;26;Male;Kentucky;Annually
1294;23;Male;Florida;Annually
1295;27;Male;Texas;Every 3 Months
1296;30;Male;New Mexico;Weekly
1297;48;Male;South Dakota;Bi-Weekly
1298;44;Male;New Jersey;Annually
1299;29;Male;Indiana;Fortnightly
1300;29;Male;Louisiana;Bi-Weekly
1301;67;Male;West Virginia;Every 3 Months
1302;42;Male;Maine;Weekly
1303;23;Male;Idaho;Monthly
1304;34;Male;New York;Annually
1305;64;Male;Montana;Every 3 Months
1306;31;Male;Mississippi;Every 3 Months
1307;54;Male;Alaska;Annually
1308;23;Male;Missouri;Annually
1309;59;Male;Rhode Island;Every 3 Months
1310;32;Male;Hawaii;Quarterly
1311;43;Male;South Carolina;Every 3 Months
1312;32;Male;Tennessee;Annually
1313;66;Male;Missouri;Monthly
1314;70;Male;Missouri;Bi-Weekly
1315;42;Male;Missouri;Annually
1316;56;Male;Mississippi;Quarterly
1317;28;Male;Arkansas;Bi-Weekly
1318;28;Male;Kentucky;Monthly
1319;52;Male;Connecticut;Bi-Weekly
1320;65;Male;Oklahoma;Weekly
1321;56;Male;California;Annually
1322;59;Male;Missouri;Every 3 Months
1323;23;Male;Washington;Quarterly
1324;58;Male;New York;Every 3 Months
1325;39;Male;Indiana;Fortnightly
1326;28;Male;Oregon;Monthly
1327;40;Male;Texas;Monthly
1328;52;Male;Florida;Weekly
1329;37;Male;Rhode Island;Weekly
1330;70;Male;Texas;Every 3 Months
1331;30;Male;Vermont;Bi-Weekly
1332;38;Male;Maryland;Bi-Weekly
1333;66;Male;Alaska;Quarterly
1334;29;Male;Idaho;Quarterly
1335;46;Male;West Virginia;Monthly
1336;56;Male;Nevada;Weekly
1337;23;Male;Oregon;Fortnightly
1338;37;Male;Tennessee;Bi-Weekly
1339;56;Male;Alabama;Fortnightly
1340;36;Male;Indiana;Every 3 Months
1341;40;Male;Idaho;Every 3 Months
1342;26;Male;Rhode Island;Quarterly
1343;57;Male;Arizona;Monthly
1344;68;Male;Florida;Monthly
1345;56;Male;New York;Annually
1346;40;Male;Nebraska;Weekly
1347;44;Male;Mississippi;Bi-Weekly
1348;44;Male;Vermont;Monthly
1349;19;Male;Nebraska;Fortnightly
1350;21;Male;South Carolina;Bi-Weekly
1351;31;Male;Delaware;Every 3 Months
1352;30;Male;Vermont;Quarterly
1353;65;Male;Indiana;Bi-Weekly
1354;39;Male;Oregon;Every 3 Months
1355;64;Male;Maryland;Quarterly
1356;59;Male;Florida;Bi-Weekly
1357;49;Male;Indiana;Annually
1358;24;Male;Texas;Quarterly
1359;19;Male;Nebraska;Every 3 Months
1360;27;Male;North Carolina;Fortnightly
1361;56;Male;Alabama;Annually
1362;49;Male;Alabama;Monthly
1363;41;Male;Colorado;Weekly
1364;36;Male;Wisconsin;Quarterly
1365;68;Male;Delaware;Every 3 Months
1366;28;Male;Indiana;Fortnightly
1367;45;Male;Iowa;Fortnightly
1368;60;Male;Iowa;Quarterly
1369;21;Male;Wisconsin;Weekly
1370;32;Male;Iowa;Fortnightly
1371;27;Male;Montana;Every 3 Months
1372;40;Male;Mississippi;Monthly
1373;64;Male;Michigan;Bi-Weekly
1374;18;Male;Virginia;Quarterly
1375;22;Male;New York;Quarterly
1376;42;Male;Maine;Annually
1377;57;Male;New Jersey;Annually
1378;33;Male;Maryland;Monthly
1379;37;Male;Kentucky;Weekly
1380;21;Male;Minnesota;Bi-Weekly
1381;51;Male;Massachusetts;Fortnightly
1382;30;Male;Illinois;Quarterly
1383;68;Male;Michigan;Quarterly
1384;36;Male;Wisconsin;Monthly
1385;46;Male;Alaska;Weekly
1386;41;Male;Mississippi;Bi-Weekly
1387;68;Male;Oregon;Quarterly
1388;21;Male;Maryland;Monthly
1389;62;Male;Arkansas;Quarterly
1390;59;Male;Illinois;Fortnightly
1391;25;Male;Arkansas;Weekly
1392;53;Male;Mississippi;Annually
1393;31;Male;Arkansas;Every 3 Months
1394;46;Male;Idaho;Fortnightly
1395;26;Male;Iowa;Weekly
1396;47;Male;West Virginia;Bi-Weekly
1397;37;Male;Wisconsin;Monthly
1398;55;Male;Massachusetts;Annually
1399;30;Male;Texas;Weekly
1400;19;Male;Nebraska;Annually
1401;36;Male;Nevada;Every 3 Months
1402;23;Male;Indiana;Weekly
1403;62;Male;North Dakota;Monthly
1404;26;Male;Georgia;Bi-Weekly
1405;36;Male;New Mexico;Weekly
1406;33;Male;New Hampshire;Monthly
1407;32;Male;Washington;Monthly
1408;56;Male;Nevada;Annually
1409;58;Male;Maine;Weekly
1410;34;Male;Idaho;Fortnightly
1411;61;Male;Tennessee;Annually
1412;48;Male;Louisiana;Quarterly
1413;25;Male;Michigan;Annually
1414;51;Male;New Hampshire;Quarterly
1415;29;Male;Minnesota;Bi-Weekly
1416;54;Male;Illinois;Every 3 Months
1417;48;Male;Idaho;Quarterly
1418;62;Male;Montana;Fortnightly
1419;18;Male;Alabama;Every 3 Months
1420;43;Male;Montana;Quarterly
1421;22;Male;California;Every 3 Months
1422;68;Male;Pennsylvania;Fortnightly
1423;44;Male;Texas;Bi-Weekly
1424;51;Male;Michigan;Every 3 Months
1425;66;Male;Connecticut;Every 3 Months
1426;59;Male;Wyoming;Annually
1427;60;Male;Michigan;Every 3 Months
1428;31;Male;South Dakota;Annually
1429;20;Male;North Dakota;Quarterly
1430;24;Male;Maryland;Every 3 Months
1431;48;Male;Michigan;Fortnightly
1432;39;Male;South Dakota;Quarterly
1433;34;Male;Florida;Quarterly
1434;70;Male;Minnesota;Weekly
1435;59;Male;New York;Bi-Weekly
1436;45;Male;Oregon;Weekly
1437;35;Male;Minnesota;Fortnightly
1438;69;Male;Montana;Annually
1439;58;Male;Washington;Monthly
1440;25;Male;New Mexico;Fortnightly
1441;27;Male;Arizona;Monthly
1442;34;Male;Nebraska;Every 3 Months
1443;53;Male;Idaho;Annually
1444;58;Male;Idaho;Monthly
1445;32;Male;Vermont;Quarterly
1446;64;Male;Arkansas;Annually
1447;63;Male;Wyoming;Quarterly
1448;23;Male;New Mexico;Monthly
1449;64;Male;West Virginia;Every 3 Months
1450;18;Male;New York;Every 3 Months
1451;25;Male;Illinois;Quarterly
1452;54;Male;Utah;Quarterly
1453;60;Male;Colorado;Quarterly
1454;36;Male;Virginia;Fortnightly
1455;66;Male;Georgia;Annually
1456;60;Male;Alabama;Every 3 Months
1457;59;Male;Montana;Every 3 Months
1458;58;Male;Pennsylvania;Fortnightly
1459;35;Male;Missouri;Weekly
1460;20;Male;Maine;Fortnightly
1461;70;Male;Pennsylvania;Bi-Weekly
1462;54;Male;Oregon;Quarterly
1463;38;Male;Utah;Quarterly
1464;54;Male;Oklahoma;Monthly
1465;33;Male;Montana;Quarterly
1466;46;Male;Nebraska;Bi-Weekly
1467;58;Male;Alabama;Annually
1468;30;Male;Ohio;Fortnightly
1469;42;Male;Arkansas;Fortnightly
1470;28;Male;Mississippi;Every 3 Months
1471;43;Male;California;Every 3 Months
1472;31;Male;Alaska;Every 3 Months
