user_id;id_p;Quantity;Time stamp;Size;Review Rating;Subscription Status;Shipping Type;Discount Applied;Promo Code Used;Payment Method
904;3164;7;06/11/2023;L;2.7;Yes;Standard;Yes;Yes;PayPal
1849;2615;3;07/11/2023;S;3.3;Yes;Express;Yes;Yes;Credit Card
3347;7632;15;08/11/2023;L;4.6;Yes;Next Day Air;Yes;Yes;Cash
2722;885;7;09/11/2023;M;4.9;Yes;Next Day Air;Yes;Yes;PayPal
2510;3534;15;10/11/2023;S;4.9;Yes;Store Pickup;Yes;Yes;Debit Card
2011;6434;3;11/11/2023;M;2.7;Yes;Free Shipping;Yes;Yes;Venmo
289;5418;5;12/11/2023;M;3.2;Yes;Standard;Yes;Yes;Credit Card
2532;9271;9;13/11/2023;S;2.9;Yes;Store Pickup;Yes;Yes;Debit Card
2535;5060;11;14/11/2023;M;3.8;Yes;Express;Yes;Yes;PayPal
1034;8935;18;15/11/2023;L;3;Yes;Next Day Air;Yes;Yes;Venmo
1638;9274;12;16/11/2023;L;3.9;Yes;Store Pickup;Yes;Yes;Debit Card
2278;1095;11;17/11/2023;S;4.7;Yes;Store Pickup;Yes;Yes;PayPal
1344;8206;8;18/11/2023;M;4.9;Yes;Store Pickup;Yes;Yes;Debit Card
1092;7819;6;19/11/2023;S;4.8;Yes;Next Day Air;Yes;Yes;Debit Card
3301;9043;3;20/11/2023;M;2.5;Yes;2-Day Shipping;Yes;Yes;Debit Card
316;1548;14;21/11/2023;M;3.9;Yes;Standard;Yes;Yes;Credit Card
1736;3271;10;22/11/2023;L;3.4;Yes;Standard;Yes;Yes;Bank Transfer
341;3200;8;23/11/2023;M;2.5;Yes;Free Shipping;Yes;Yes;Credit Card
475;3204;4;24/11/2023;M;3;Yes;Store Pickup;Yes;Yes;Cash
3009;5185;20;25/11/2023;XL;3.6;Yes;Next Day Air;Yes;Yes;Cash
1111;6386;16;26/11/2023;M;3.6;Yes;Standard;Yes;Yes;PayPal
2816;9775;3;27/11/2023;S;4.1;Yes;Free Shipping;Yes;Yes;Bank Transfer
2053;7518;1;28/11/2023;M;3.7;Yes;2-Day Shipping;Yes;Yes;PayPal
1502;1300;14;29/11/2023;S;3.1;Yes;2-Day Shipping;Yes;Yes;Credit Card
2806;556;6;30/11/2023;M;4.2;Yes;Express;Yes;Yes;Credit Card
1407;5975;19;01/12/2023;M;4.3;Yes;Express;Yes;Yes;Cash
615;9367;3;02/12/2023;L;2.5;Yes;Express;Yes;Yes;Cash
994;8540;10;03/12/2023;M;3.5;Yes;Standard;Yes;Yes;Credit Card
912;5547;18;04/12/2023;M;3.1;Yes;Free Shipping;Yes;Yes;Credit Card
785;4667;15;05/12/2023;L;2.5;Yes;Next Day Air;Yes;Yes;Debit Card
1674;8091;11;06/12/2023;L;3.9;Yes;Store Pickup;Yes;Yes;Cash
1407;1968;16;07/12/2023;L;4.9;Yes;Express;Yes;Yes;Cash
2353;5024;10;08/12/2023;M;4.3;Yes;Express;Yes;Yes;Credit Card
3649;3719;19;09/12/2023;L;2.6;Yes;Free Shipping;Yes;Yes;Debit Card
1242;3552;4;10/12/2023;L;4.2;Yes;2-Day Shipping;Yes;Yes;PayPal
309;9470;20;11/12/2023;M;2.6;Yes;Store Pickup;Yes;Yes;PayPal
2626;1254;15;12/12/2023;M;3.6;Yes;Express;Yes;Yes;PayPal
3738;9775;12;13/12/2023;S;3.2;Yes;Express;Yes;Yes;PayPal
3035;9664;9;14/12/2023;L;4.4;Yes;Express;Yes;Yes;Venmo
2286;6888;1;15/12/2023;XL;3.7;Yes;Standard;Yes;Yes;Venmo
2246;1638;14;16/12/2023;M;3.7;Yes;Express;Yes;Yes;Debit Card
1460;4633;12;17/12/2023;L;4.1;Yes;Standard;Yes;Yes;PayPal
2617;8375;5;18/12/2023;M;3.6;Yes;Store Pickup;Yes;Yes;Credit Card
119;7541;20;19/12/2023;S;4.3;Yes;Express;Yes;Yes;PayPal
745;4805;18;20/12/2023;L;2.6;Yes;Store Pickup;Yes;Yes;Venmo
2679;7254;18;21/12/2023;M;2.9;Yes;Express;Yes;Yes;Debit Card
329;6840;11;22/12/2023;L;4.2;Yes;Next Day Air;Yes;Yes;Debit Card
3892;4754;13;23/12/2023;L;4;Yes;Free Shipping;Yes;Yes;Cash
683;1429;13;24/12/2023;L;4.3;Yes;Free Shipping;Yes;Yes;Venmo
1455;246;3;25/12/2023;L;3;Yes;2-Day Shipping;Yes;Yes;Credit Card
3090;6833;14;26/12/2023;M;3.5;Yes;Express;Yes;Yes;Debit Card
2798;9183;8;27/12/2023;L;3;Yes;Standard;Yes;Yes;Debit Card
215;278;20;28/12/2023;L;3.1;Yes;Free Shipping;Yes;Yes;PayPal
663;1091;9;01/01/2023;M;4;Yes;Next Day Air;Yes;Yes;Debit Card
2553;7928;12;28/12/2022;M;4.1;Yes;Standard;Yes;Yes;Cash
295;1404;4;29/12/2022;XL;3.3;Yes;2-Day Shipping;Yes;Yes;Credit Card
266;3512;18;30/12/2022;M;4.9;Yes;Standard;Yes;Yes;PayPal
733;7407;19;31/12/2022;M;3.9;Yes;Standard;Yes;Yes;PayPal
804;7212;18;01/01/2023;S;3.9;Yes;Next Day Air;Yes;Yes;PayPal
948;364;8;02/01/2023;L;4.8;Yes;Store Pickup;Yes;Yes;Venmo
504;8854;12;03/01/2023;M;2.7;Yes;Free Shipping;Yes;Yes;PayPal
3439;6694;12;04/01/2023;M;3.1;Yes;Free Shipping;Yes;Yes;Bank Transfer
2015;7584;9;05/01/2023;M;3.2;Yes;Next Day Air;Yes;Yes;Credit Card
3502;3485;20;06/01/2023;M;2.7;Yes;2-Day Shipping;Yes;Yes;PayPal
1314;9970;11;07/01/2023;M;2.5;Yes;Standard;Yes;Yes;Bank Transfer
652;7272;13;08/01/2023;M;2.6;Yes;Next Day Air;Yes;Yes;Debit Card
848;4805;8;09/01/2023;M;2.9;Yes;Standard;Yes;Yes;Cash
3389;6192;14;10/01/2023;M;4.2;Yes;Free Shipping;Yes;Yes;Venmo
2969;4028;1;10/10/2023;M;4.4;Yes;Free Shipping;Yes;Yes;Venmo
1862;3737;19;11/10/2023;L;4.1;Yes;Free Shipping;Yes;Yes;Bank Transfer
3064;2518;18;12/10/2023;L;3.8;Yes;2-Day Shipping;Yes;Yes;Debit Card
10;4416;9;13/10/2023;M;4.9;Yes;Next Day Air;Yes;Yes;Venmo
1200;1201;8;14/10/2023;S;4.9;Yes;Express;Yes;Yes;Debit Card
618;8339;17;15/10/2023;S;4.1;Yes;Free Shipping;Yes;Yes;PayPal
2252;3463;17;16/10/2023;L;3.1;Yes;Express;Yes;Yes;Debit Card
3835;7876;7;17/10/2023;M;2.7;Yes;Next Day Air;Yes;Yes;Venmo
2882;1858;7;18/10/2023;M;3.8;Yes;Next Day Air;Yes;Yes;Cash
1862;9836;11;19/10/2023;S;4.3;Yes;Free Shipping;Yes;Yes;Bank Transfer
1231;3518;7;20/10/2023;L;4.1;Yes;Express;Yes;Yes;Bank Transfer
1140;3679;5;21/10/2023;L;4.4;Yes;Free Shipping;Yes;Yes;Debit Card
951;2494;15;22/10/2023;S;3.6;Yes;Express;Yes;Yes;Bank Transfer
513;2296;2;23/10/2023;L;3.3;Yes;2-Day Shipping;Yes;Yes;PayPal
1427;1367;18;24/10/2023;S;3.6;Yes;Express;Yes;Yes;Cash
1148;1222;18;25/10/2023;S;2.8;Yes;Free Shipping;Yes;Yes;Venmo
1266;2450;13;26/10/2023;S;4.3;Yes;2-Day Shipping;Yes;Yes;Credit Card
3541;1939;1;27/10/2023;S;3.9;Yes;Store Pickup;Yes;Yes;PayPal
17;8586;2;28/10/2023;L;2.7;Yes;Free Shipping;Yes;Yes;Debit Card
383;8777;13;29/10/2023;M;4.7;Yes;Express;Yes;Yes;Venmo
651;7537;14;30/10/2023;L;3.8;Yes;Free Shipping;Yes;Yes;Debit Card
2;2017;1;31/10/2023;XL;4.7;Yes;Next Day Air;Yes;Yes;Debit Card
310;1438;16;01/11/2023;M;4.7;Yes;Express;Yes;Yes;Cash
570;9187;3;02/11/2023;M;3.4;Yes;Express;Yes;Yes;Venmo
235;5725;16;03/11/2023;L;3.5;Yes;2-Day Shipping;Yes;Yes;Bank Transfer
2740;4017;10;04/11/2023;M;4;Yes;Standard;Yes;Yes;PayPal
1031;2129;19;05/11/2023;L;3.3;Yes;Free Shipping;Yes;Yes;Bank Transfer
3162;4433;20;06/11/2023;L;4.7;Yes;2-Day Shipping;Yes;Yes;Cash
3372;7967;10;07/11/2023;M;2.8;Yes;Next Day Air;Yes;Yes;Cash
1477;9188;2;08/11/2023;M;3.3;Yes;Express;Yes;Yes;PayPal
2142;5930;6;09/11/2023;L;2.9;Yes;Free Shipping;Yes;Yes;PayPal
3317;8195;1;10/11/2023;S;2.8;Yes;Standard;Yes;Yes;Venmo
3260;4398;12;11/11/2023;M;4.2;Yes;Standard;Yes;Yes;Debit Card
920;242;2;12/11/2023;L;4.4;Yes;Express;Yes;Yes;Credit Card
139;9985;4;13/11/2023;M;3.6;Yes;Free Shipping;Yes;Yes;PayPal
2646;1989;8;14/11/2023;L;2.7;Yes;Express;Yes;Yes;PayPal
1043;5863;3;15/11/2023;S;3.4;Yes;Express;Yes;Yes;Credit Card
868;3084;11;16/11/2023;M;2.8;Yes;2-Day Shipping;Yes;Yes;Bank Transfer
3864;4259;6;17/11/2023;M;3.4;Yes;Next Day Air;Yes;Yes;Bank Transfer
2000;9889;16;18/11/2023;M;2.6;Yes;Next Day Air;Yes;Yes;Cash
1436;1209;4;19/11/2023;L;4.1;Yes;Standard;Yes;Yes;Venmo
3512;3934;17;20/11/2023;L;2.9;Yes;Store Pickup;Yes;Yes;Credit Card
417;3430;19;21/11/2023;S;2.7;Yes;Standard;Yes;Yes;Venmo
2162;7701;10;22/11/2023;M;3.7;Yes;Standard;Yes;Yes;Bank Transfer
501;2534;1;23/11/2023;M;4.3;Yes;2-Day Shipping;Yes;Yes;Cash
2712;4535;6;24/11/2023;L;2.6;Yes;2-Day Shipping;Yes;Yes;Debit Card
3607;6491;4;25/11/2023;XL;4.3;Yes;Free Shipping;Yes;Yes;Cash
2326;9635;11;26/11/2023;L;4.1;Yes;Express;Yes;Yes;PayPal
2971;9057;5;27/11/2023;M;4.2;Yes;Standard;Yes;Yes;Credit Card
3207;114;11;28/11/2023;M;4.2;Yes;2-Day Shipping;Yes;Yes;PayPal
1834;1116;5;29/11/2023;XL;3.1;Yes;Standard;Yes;Yes;Cash
1141;3578;1;30/11/2023;L;4.9;Yes;Express;Yes;Yes;Cash
1418;9895;11;01/12/2023;XL;4.4;Yes;Express;Yes;Yes;Cash
201;2361;11;02/12/2023;L;4.4;Yes;Standard;Yes;Yes;Venmo
3292;9487;18;03/12/2023;XL;3.4;Yes;Store Pickup;Yes;Yes;Cash
2269;1151;17;04/12/2023;M;4.5;Yes;2-Day Shipping;Yes;Yes;Debit Card
1311;5181;3;05/12/2023;L;4.5;Yes;Store Pickup;Yes;Yes;Credit Card
2892;8053;13;06/12/2023;M;4.1;Yes;Standard;Yes;Yes;Bank Transfer
3248;9987;2;07/12/2023;L;3.2;Yes;Standard;Yes;Yes;Debit Card
3363;8359;9;08/12/2023;M;2.7;Yes;Store Pickup;Yes;Yes;Debit Card
1168;6192;12;09/12/2023;S;3.7;Yes;Express;Yes;Yes;Bank Transfer
3854;4107;7;10/12/2023;L;2.6;Yes;Store Pickup;Yes;Yes;Bank Transfer
2823;5036;2;11/12/2023;M;2.7;Yes;Free Shipping;Yes;Yes;Cash
1007;9435;6;12/12/2023;M;2.7;Yes;Express;Yes;Yes;Venmo
3898;5327;15;13/12/2023;S;4.8;Yes;Free Shipping;Yes;Yes;Debit Card
904;4922;12;14/12/2023;L;4.8;Yes;Next Day Air;Yes;Yes;Credit Card
926;9978;5;15/12/2023;S;2.6;Yes;Store Pickup;Yes;Yes;PayPal
2834;3989;6;16/12/2023;L;4.5;Yes;2-Day Shipping;Yes;Yes;PayPal
3267;1323;4;17/12/2023;M;3.2;Yes;Express;Yes;Yes;PayPal
2581;7190;13;18/12/2023;L;3.8;Yes;Next Day Air;Yes;Yes;Venmo
652;1300;6;19/12/2023;S;4.8;Yes;Express;Yes;Yes;Cash
1797;547;1;20/12/2023;M;4.1;Yes;Store Pickup;Yes;Yes;Venmo
2837;9266;1;21/12/2023;XL;2.8;Yes;Next Day Air;Yes;Yes;PayPal
266;9009;4;22/12/2023;M;3.9;Yes;Store Pickup;Yes;Yes;Cash
860;1962;5;23/12/2023;L;4.9;Yes;Express;Yes;Yes;Venmo
1738;8843;9;24/12/2023;M;3.4;Yes;Standard;Yes;Yes;Venmo
2589;5671;15;25/12/2023;XL;4.1;Yes;Free Shipping;Yes;Yes;PayPal
1340;5247;18;26/12/2023;M;2.9;Yes;Express;Yes;Yes;Bank Transfer
2233;3882;8;27/12/2023;S;3.1;Yes;2-Day Shipping;Yes;Yes;PayPal
2780;5756;9;28/12/2023;S;3.6;Yes;2-Day Shipping;Yes;Yes;Venmo
2429;2524;20;01/01/2023;S;3.5;Yes;Standard;Yes;Yes;Credit Card
3836;2897;16;28/12/2022;L;3.4;Yes;Free Shipping;Yes;Yes;PayPal
3779;4022;9;29/12/2022;XL;2.9;Yes;2-Day Shipping;Yes;Yes;Debit Card
2967;4074;18;30/12/2022;XL;4.7;Yes;Store Pickup;Yes;Yes;Cash
3419;37;9;31/12/2022;XL;4.4;Yes;Free Shipping;Yes;Yes;Credit Card
1300;3498;1;01/01/2023;M;2.6;Yes;Standard;Yes;Yes;Cash
1646;6225;12;02/01/2023;XL;4.4;Yes;Standard;Yes;Yes;Venmo
1762;8000;5;03/01/2023;L;3.7;Yes;Next Day Air;Yes;Yes;Debit Card
2583;4108;6;04/01/2023;L;4.4;Yes;Standard;Yes;Yes;Debit Card
1527;866;18;05/01/2023;L;2.5;Yes;2-Day Shipping;Yes;Yes;Credit Card
1348;4497;10;06/01/2023;M;2.6;Yes;Next Day Air;Yes;Yes;Venmo
2538;5443;5;07/01/2023;L;5;Yes;Store Pickup;Yes;Yes;Credit Card
1056;4256;16;08/01/2023;M;4.9;Yes;Express;Yes;Yes;Cash
3062;4970;4;09/01/2023;S;3.7;Yes;Store Pickup;Yes;Yes;Cash
298;1687;7;10/01/2023;L;3.1;Yes;Next Day Air;Yes;Yes;Bank Transfer
2877;476;18;11/01/2023;S;3.2;Yes;Express;Yes;Yes;PayPal
2641;2639;8;12/01/2023;S;4.4;Yes;Free Shipping;Yes;Yes;Cash
2019;648;20;13/01/2023;M;4.3;Yes;Next Day Air;Yes;Yes;Credit Card
2658;9030;14;14/01/2023;L;3;Yes;Standard;Yes;Yes;Credit Card
1099;7381;10;15/01/2023;M;3.5;Yes;2-Day Shipping;Yes;Yes;Bank Transfer
2921;1474;12;16/01/2023;M;3.6;Yes;2-Day Shipping;Yes;Yes;Bank Transfer
2223;9616;1;17/01/2023;M;3.8;Yes;2-Day Shipping;Yes;Yes;Bank Transfer
3526;8777;19;18/01/2023;M;3.6;Yes;Express;Yes;Yes;Credit Card
170;2455;11;19/01/2023;M;4.6;Yes;Express;Yes;Yes;Cash
84;8548;20;20/01/2023;M;2.5;Yes;Standard;Yes;Yes;Credit Card
1606;4281;7;21/01/2023;S;3.5;Yes;Store Pickup;Yes;Yes;Debit Card
896;8552;14;22/01/2023;S;4;Yes;Free Shipping;Yes;Yes;PayPal
650;8476;19;23/01/2023;M;3.5;Yes;Next Day Air;Yes;Yes;Credit Card
1812;6549;14;24/01/2023;S;3.2;Yes;Standard;Yes;Yes;PayPal
537;2096;19;10/10/2023;L;3.5;Yes;Free Shipping;Yes;Yes;Venmo
1711;3494;14;11/10/2023;M;3.4;Yes;Free Shipping;Yes;Yes;Credit Card
2267;9005;8;12/10/2023;M;5;Yes;Express;Yes;Yes;Bank Transfer
1382;4201;16;13/10/2023;S;4.5;Yes;Store Pickup;Yes;Yes;Bank Transfer
2669;321;12;14/10/2023;M;2.8;Yes;Express;Yes;Yes;PayPal
767;192;10;15/10/2023;M;4.9;Yes;2-Day Shipping;Yes;Yes;PayPal
352;6036;2;16/10/2023;M;3.1;Yes;Store Pickup;Yes;Yes;Bank Transfer
1697;5861;8;17/10/2023;S;4.8;Yes;Store Pickup;Yes;Yes;Cash
2187;13;16;18/10/2023;XL;2.7;Yes;Standard;Yes;Yes;Bank Transfer
557;5765;8;19/10/2023;M;4.6;Yes;Express;Yes;Yes;Debit Card
2442;8145;13;20/10/2023;M;4.4;Yes;Store Pickup;Yes;Yes;Cash
842;7902;3;21/10/2023;L;3.2;Yes;Express;Yes;Yes;Debit Card
1330;7686;3;22/10/2023;M;3;Yes;2-Day Shipping;Yes;Yes;Venmo
2995;5350;14;23/10/2023;L;4.9;Yes;Standard;Yes;Yes;Bank Transfer
3407;6353;3;24/10/2023;M;3.6;Yes;Express;Yes;Yes;Cash
1983;5930;19;25/10/2023;M;3.8;Yes;Next Day Air;Yes;Yes;Bank Transfer
2923;7901;15;26/10/2023;L;2.9;Yes;Standard;Yes;Yes;Debit Card
3137;2974;17;27/10/2023;M;3.9;Yes;Express;Yes;Yes;Bank Transfer
76;916;11;28/10/2023;M;3.6;Yes;Standard;Yes;Yes;Debit Card
581;3333;6;29/10/2023;M;3.5;Yes;Store Pickup;Yes;Yes;Bank Transfer
1371;5082;12;30/10/2023;M;4;Yes;Store Pickup;Yes;Yes;Cash
36;1618;4;31/10/2023;M;4.8;Yes;2-Day Shipping;Yes;Yes;Cash
991;1884;16;01/11/2023;M;3.9;Yes;Store Pickup;Yes;Yes;Debit Card
3358;4826;8;02/11/2023;S;4.5;Yes;Next Day Air;Yes;Yes;Venmo
517;2913;11;03/11/2023;XL;4.8;Yes;Standard;Yes;Yes;Credit Card
1926;4337;1;04/11/2023;M;2.6;Yes;Store Pickup;Yes;Yes;PayPal
1691;5722;11;05/11/2023;M;3.1;Yes;Express;Yes;Yes;Venmo
3471;5045;3;06/11/2023;XL;4.7;Yes;2-Day Shipping;Yes;Yes;Credit Card
1685;3256;4;07/11/2023;L;2.9;Yes;Next Day Air;Yes;Yes;Debit Card
3358;4191;13;08/11/2023;L;3.8;Yes;Express;Yes;Yes;Credit Card
2483;8885;9;09/11/2023;XL;3.8;Yes;2-Day Shipping;Yes;Yes;Venmo
754;2517;18;10/11/2023;M;3;Yes;Standard;Yes;Yes;Debit Card
897;5518;9;11/11/2023;M;4.1;Yes;Standard;Yes;Yes;Cash
3128;8721;12;12/11/2023;XL;3.4;Yes;Express;Yes;Yes;Bank Transfer
2388;2740;13;13/11/2023;L;2.5;Yes;Express;Yes;Yes;Credit Card
1229;2243;13;14/11/2023;XL;4.9;Yes;Next Day Air;Yes;Yes;Cash
1139;5042;11;15/11/2023;S;2.8;Yes;Standard;Yes;Yes;Venmo
1195;9289;10;16/11/2023;M;4.5;Yes;Express;Yes;Yes;Debit Card
1903;1083;20;17/11/2023;S;4.9;Yes;2-Day Shipping;Yes;Yes;PayPal
1388;8595;2;18/11/2023;M;4.9;Yes;Store Pickup;Yes;Yes;Cash
3503;2479;13;19/11/2023;S;3.5;Yes;Free Shipping;Yes;Yes;Bank Transfer
1327;7534;12;20/11/2023;M;3.5;Yes;Free Shipping;Yes;Yes;Venmo
86;5110;10;21/11/2023;M;4.9;Yes;Free Shipping;Yes;Yes;Credit Card
482;9073;1;10/10/2023;L;3;Yes;Express;Yes;Yes;PayPal
3151;5794;2;11/10/2023;L;2.8;Yes;Next Day Air;Yes;Yes;Cash
511;5016;19;12/10/2023;S;3.7;Yes;Standard;Yes;Yes;Cash
3604;7159;12;13/10/2023;M;3.6;Yes;2-Day Shipping;Yes;Yes;Venmo
3167;4744;2;14/10/2023;L;3.3;Yes;Next Day Air;Yes;Yes;Debit Card
1385;6417;9;15/10/2023;M;3.4;Yes;Free Shipping;Yes;Yes;Cash
377;8359;9;16/10/2023;M;4;Yes;Free Shipping;Yes;Yes;Credit Card
3046;4094;15;17/10/2023;S;4.6;Yes;Free Shipping;Yes;Yes;Bank Transfer
1024;766;10;18/10/2023;M;4.2;Yes;Next Day Air;Yes;Yes;Bank Transfer
1392;6362;18;19/10/2023;M;2.8;Yes;Express;Yes;Yes;Venmo
1033;3444;1;20/10/2023;M;3.7;Yes;2-Day Shipping;Yes;Yes;Bank Transfer
2772;9345;1;21/10/2023;XL;3.4;Yes;Standard;Yes;Yes;Debit Card
1351;9289;20;22/10/2023;XL;3;Yes;Express;Yes;Yes;Bank Transfer
2899;4860;18;23/10/2023;M;4.8;Yes;Standard;Yes;Yes;Venmo
2412;9649;8;24/10/2023;S;4;Yes;Next Day Air;Yes;Yes;Cash
3861;4494;11;25/10/2023;M;4.9;Yes;Next Day Air;Yes;Yes;Cash
1826;7397;17;26/10/2023;M;4.9;Yes;Next Day Air;Yes;Yes;Credit Card
459;9266;7;27/10/2023;M;3.3;Yes;2-Day Shipping;Yes;Yes;Debit Card
3544;2859;11;28/10/2023;L;4.4;Yes;Next Day Air;Yes;Yes;Bank Transfer
2933;8533;13;29/10/2023;L;3.5;Yes;2-Day Shipping;Yes;Yes;PayPal
2650;63;11;30/10/2023;M;4.2;Yes;Standard;Yes;Yes;Venmo
3012;8410;9;31/10/2023;S;4.2;Yes;Standard;Yes;Yes;Credit Card
2602;317;11;01/11/2023;L;2.7;Yes;Standard;Yes;Yes;Venmo
798;6061;15;02/11/2023;S;2.8;Yes;Store Pickup;Yes;Yes;Cash
1951;1831;5;03/11/2023;M;3.8;Yes;Next Day Air;Yes;Yes;Venmo
113;3754;15;04/11/2023;M;2.6;Yes;Free Shipping;Yes;Yes;PayPal
188;1626;18;05/11/2023;XL;3;Yes;2-Day Shipping;Yes;Yes;Credit Card
2884;6448;2;06/11/2023;M;3.3;No;2-Day Shipping;Yes;Yes;Debit Card
1538;6893;4;07/11/2023;L;4.9;No;Express;Yes;Yes;PayPal
13;9265;19;08/11/2023;M;3.3;No;Next Day Air;Yes;Yes;Debit Card
2823;2990;11;09/11/2023;L;2.9;No;2-Day Shipping;Yes;Yes;Venmo
534;379;18;10/11/2023;S;4.4;No;2-Day Shipping;Yes;Yes;Credit Card
2426;5399;1;11/11/2023;L;3.1;No;Next Day Air;Yes;Yes;Bank Transfer
3352;9013;11;12/11/2023;M;2.5;No;Standard;Yes;Yes;Debit Card
1645;172;10;13/11/2023;S;2.6;No;Next Day Air;Yes;Yes;Debit Card
2338;3505;20;14/11/2023;M;4.4;No;Free Shipping;Yes;Yes;Venmo
3344;856;15;15/11/2023;M;2.6;No;Next Day Air;Yes;Yes;Debit Card
274;6935;19;16/11/2023;S;3.3;No;Free Shipping;Yes;Yes;Cash
3174;9541;3;17/11/2023;M;3.5;No;Express;Yes;Yes;Credit Card
1690;5390;5;18/11/2023;XL;4.1;No;Store Pickup;Yes;Yes;PayPal
1219;4631;15;19/11/2023;M;4;No;Store Pickup;Yes;Yes;PayPal
3626;7379;20;20/11/2023;S;2.7;No;2-Day Shipping;Yes;Yes;PayPal
2496;9305;7;21/11/2023;M;2.5;No;Standard;Yes;Yes;Credit Card
1155;5391;2;22/11/2023;XL;4.3;No;Next Day Air;Yes;Yes;Venmo
3436;4914;12;23/11/2023;M;3.3;No;Free Shipping;Yes;Yes;Debit Card
3083;7466;1;24/11/2023;M;2.6;No;Express;Yes;Yes;Credit Card
1163;693;16;25/11/2023;L;3.5;No;Express;Yes;Yes;Debit Card
2697;1578;19;26/11/2023;XL;4;No;Store Pickup;Yes;Yes;Credit Card
2282;3623;15;27/11/2023;S;2.6;No;Standard;Yes;Yes;Bank Transfer
1276;9960;18;28/11/2023;L;4.9;No;Next Day Air;Yes;Yes;Debit Card
1140;1416;9;29/11/2023;L;2.9;No;Standard;Yes;Yes;Venmo
2920;5595;7;30/11/2023;M;3.7;No;Standard;Yes;Yes;PayPal
3292;7387;11;01/12/2023;M;4.4;No;Express;Yes;Yes;Credit Card
1149;1496;10;02/12/2023;S;4.4;No;Free Shipping;Yes;Yes;Bank Transfer
3341;9662;2;03/12/2023;L;3.8;No;Express;Yes;Yes;Cash
1466;3551;12;04/12/2023;XL;4.5;No;Standard;Yes;Yes;Credit Card
2511;4525;1;05/12/2023;XL;2.6;No;Next Day Air;Yes;Yes;Venmo
3354;5096;4;06/12/2023;L;3.3;No;Store Pickup;Yes;Yes;Cash
1069;7432;9;07/12/2023;S;4.1;No;Next Day Air;Yes;Yes;Cash
946;6402;5;08/12/2023;M;3;No;Store Pickup;Yes;Yes;Venmo
1964;3366;4;09/12/2023;M;3;No;Free Shipping;Yes;Yes;PayPal
2669;5216;16;10/12/2023;S;3.4;No;Next Day Air;Yes;Yes;Bank Transfer
1003;980;1;11/12/2023;M;2.7;No;Free Shipping;Yes;Yes;PayPal
2542;9023;10;12/12/2023;M;3.8;No;Next Day Air;Yes;Yes;PayPal
3036;1292;15;13/12/2023;M;4.2;No;Store Pickup;Yes;Yes;Cash
503;1164;19;14/12/2023;L;4.7;No;Store Pickup;Yes;Yes;Credit Card
2005;5405;2;15/12/2023;L;4.1;No;2-Day Shipping;Yes;Yes;Venmo
790;2097;10;16/12/2023;S;4.2;No;2-Day Shipping;Yes;Yes;Venmo
2838;9034;19;17/12/2023;M;4.8;No;Next Day Air;Yes;Yes;Cash
1777;1025;19;18/12/2023;S;3;No;Free Shipping;Yes;Yes;Bank Transfer
1152;1947;5;19/12/2023;S;2.6;No;Standard;Yes;Yes;Credit Card
901;1552;16;20/12/2023;M;3.2;No;Store Pickup;Yes;Yes;Bank Transfer
1835;1045;3;21/12/2023;S;3.6;No;Next Day Air;Yes;Yes;Credit Card
3786;6743;3;22/12/2023;M;2.6;No;Next Day Air;Yes;Yes;Bank Transfer
1253;5283;18;23/12/2023;L;4.4;No;Express;Yes;Yes;Credit Card
1691;2740;8;24/12/2023;XL;3;No;Free Shipping;Yes;Yes;Cash
2461;3351;14;25/12/2023;M;2.9;No;Express;Yes;Yes;Cash
1952;5486;18;26/12/2023;S;4.3;No;Free Shipping;Yes;Yes;Debit Card
2223;3630;11;27/12/2023;M;3.1;No;Express;Yes;Yes;Bank Transfer
2894;2009;2;28/12/2023;S;3;No;Next Day Air;Yes;Yes;Venmo
376;5593;2;01/01/2023;L;3.6;No;Store Pickup;Yes;Yes;Venmo
2161;1174;12;28/12/2022;M;2.8;No;Store Pickup;Yes;Yes;Bank Transfer
2773;9566;2;29/12/2022;M;2.8;No;Standard;Yes;Yes;Cash
2658;154;18;30/12/2022;L;4.9;No;Next Day Air;Yes;Yes;Venmo
1393;8111;1;31/12/2022;L;3;No;Standard;Yes;Yes;Cash
1488;9348;12;01/01/2023;S;4.1;No;Next Day Air;Yes;Yes;Credit Card
1805;5833;15;02/01/2023;XL;4.6;No;Free Shipping;Yes;Yes;PayPal
3212;8306;2;03/01/2023;M;4.8;No;Next Day Air;Yes;Yes;PayPal
2215;7687;13;04/01/2023;L;2.6;No;Next Day Air;Yes;Yes;Bank Transfer
3652;7580;12;05/01/2023;S;4;No;2-Day Shipping;Yes;Yes;Cash
3044;2647;8;06/01/2023;M;4.2;No;Express;Yes;Yes;PayPal
2140;3608;9;07/01/2023;L;4.5;No;Store Pickup;Yes;Yes;Credit Card
755;420;10;08/01/2023;M;4.9;No;Standard;Yes;Yes;PayPal
1945;1953;14;09/01/2023;M;3.1;No;Standard;Yes;Yes;Credit Card
1140;4930;15;10/01/2023;M;4;No;Next Day Air;Yes;Yes;Debit Card
3290;811;11;11/01/2023;XL;3.2;No;Express;Yes;Yes;Cash
3456;670;3;12/01/2023;S;4.3;No;2-Day Shipping;Yes;Yes;Credit Card
1780;1355;10;13/01/2023;S;2.5;No;Store Pickup;Yes;Yes;Cash
3621;9245;6;14/01/2023;M;4.9;No;Express;Yes;Yes;Cash
